GENE_ID,GENE,number_case,number_control,case_control_ratio
ENSG00000234409,CCDC188,11,14,-0.27
ENSG00000258924,name not found,17,18,-0.06
ENSG00000206530,CFAP44,0,4,-4
ENSG00000234442,name not found,4,6,-0.5
ENSG00000258992,TSPY1,14,12,0.14
ENSG00000182687,GALR2,5,8,-0.6
ENSG00000259018,name not found,7,5,0.29
ENSG00000234699,name not found,9,9,0.0
ENSG00000178338,ZNF354B,4,0,4
ENSG00000259224,SLC35G6,16,18,-0.12
ENSG00000235245,name not found,15,16,-0.07
ENSG00000259295,CSPG4P12,8,4,0.5
ENSG00000259298,name not found,14,15,-0.07
ENSG00000213614,HEXA,12,11,0.08
ENSG00000211661,IGLV3-22,7,5,0.29
ENSG00000259310,name not found,10,5,0.5
ENSG00000203520,name not found,8,12,-0.5
ENSG00000213918,DNASE1,0,5,-5
ENSG00000183048,SLC25A10,0,4,-4
ENSG00000178665,ZNF713,4,0,4
ENSG00000259357,name not found,11,11,0.0
ENSG00000259396,name not found,8,9,-0.12
ENSG00000213999,MEF2B,8,12,-0.5
ENSG00000236032,OR5H14,7,5,0.29
ENSG00000259441,MRPL15P1,7,4,0.43
ENSG00000236065,name not found,4,0,4
ENSG00000259539,name not found,13,16,-0.23
ENSG00000203836,name not found,0,5,-5
ENSG00000236104,ZBTB22,12,9,0.25
ENSG00000259618,name not found,14,15,-0.07
ENSG00000203843,name not found,8,4,0.5
ENSG00000236266,name not found,8,9,-0.12
ENSG00000259848,name not found,8,8,0.0
ENSG00000236333,TRHDE-AS1,11,13,-0.18
ENSG00000259933,name not found,6,4,0.33
ENSG00000259970,name not found,17,18,-0.06
ENSG00000183397,C19orf71,4,4,0.0
ENSG00000260182,name not found,9,11,-0.22
ENSG00000236597,IGHD7-27,15,14,0.07
ENSG00000260230,FRRS1L,15,14,0.07
ENSG00000196365,LONP1,4,0,4
ENSG00000260659,name not found,14,11,0.21
ENSG00000215041,NEURL4,0,4,-4
ENSG00000183604,SMG1P5,4,0,4
ENSG00000260861,name not found,10,10,0.0
ENSG00000204681,GABBR1,0,6,-6
ENSG00000183605,SFXN4,0,9,-9
ENSG00000237111,IGHJ3P,15,14,0.07
ENSG00000260982,name not found,16,13,0.19
ENSG00000237297,name not found,15,16,-0.07
ENSG00000237298,TTN-AS1,14,15,-0.07
ENSG00000261123,name not found,5,0,5
ENSG00000237547,IGHJ2P,15,14,0.07
ENSG00000261204,name not found,10,16,-0.6
ENSG00000261240,name not found,11,9,0.18
ENSG00000211959,IGHV4-39,8,11,-0.38
ENSG00000261273,name not found,5,5,0.0
ENSG00000261294,name not found,14,17,-0.21
ENSG00000204941,PSG5,0,7,-7
ENSG00000238106,name not found,4,6,-0.5
ENSG00000261418,HERC2P6,16,18,-0.12
ENSG00000183921,SDR42E2,5,0,5
ENSG00000238556,name not found,4,4,0.0
ENSG00000261832,name not found,11,8,0.27
ENSG00000217769,name not found,4,0,4
ENSG00000261872,name not found,9,14,-0.56
ENSG00000261934,PCDHGA9,9,5,0.44
ENSG00000220240,name not found,4,0,4
ENSG00000182572,name not found,4,0,4
ENSG00000238737,name not found,11,8,0.27
ENSG00000262209,PCDHGB3,10,6,0.4
ENSG00000238795,SCARNA12,16,18,-0.12
ENSG00000262265,name not found,17,18,-0.06
ENSG00000196834,POTEI,8,0,8
ENSG00000211895,IGHA1,6,5,0.17
ENSG00000262482,name not found,11,13,-0.18
ENSG00000262576,PCDHGA4,11,7,0.36
ENSG00000205108,FAM205A,0,5,-5
ENSG00000184470,TXNRD2,0,4,-4
ENSG00000263488,name not found,8,10,-0.25
ENSG00000221723,name not found,8,7,0.12
ENSG00000205250,E2F4,0,5,-5
ENSG00000239521,CASTOR3,12,10,0.17
ENSG00000263574,name not found,14,10,0.29
ENSG00000196946,ZNF705A,0,5,-5
ENSG00000211914,IGHD6-19,13,11,0.15
ENSG00000239715,name not found,6,5,0.17
ENSG00000263756,name not found,6,0,6
ENSG00000184489,PTP4A3,5,6,-0.2
ENSG00000179091,CYC1,7,5,0.29
ENSG00000263798,name not found,11,9,0.18
ENSG00000239998,LILRA2,11,13,-0.18
ENSG00000240041,IGHJ4,15,14,0.07
ENSG00000263929,name not found,12,13,-0.08
ENSG00000205808,PLPP6,0,4,-4
ENSG00000196576,PLXNB2,0,4,-4
ENSG00000240093,name not found,0,5,-5
ENSG00000263975,name not found,9,5,0.44
ENSG00000214279,SCART1,13,13,0.0
ENSG00000240505,TNFRSF13B,10,9,0.1
ENSG00000214447,FAM187A,6,5,0.17
ENSG00000264696,name not found,5,10,-1.0
ENSG00000185046,ANKS1B,5,4,0.2
ENSG00000183090,FREM3,4,0,4
ENSG00000264701,name not found,7,9,-0.29
ENSG00000240991,RPL23AP67,8,12,-0.5
ENSG00000264799,name not found,10,13,-0.3
ENSG00000188786,MTF1,0,4,-4
ENSG00000223380,name not found,14,16,-0.14
ENSG00000179526,SHARPIN,7,5,0.29
ENSG00000197414,name not found,0,4,-4
ENSG00000206190,ATP10A,0,5,-5
ENSG00000214860,EVPLL,14,13,0.07
ENSG00000185033,SEMA4B,6,0,6
ENSG00000265143,name not found,16,17,-0.06
ENSG00000206432,TMEM200C,0,4,-4
ENSG00000265252,MIR3132,9,9,0.0
ENSG00000177752,YIPF7,4,0,4
ENSG00000223648,IGHV3-64,7,12,-0.71
ENSG00000265386,RN7SL219P,12,13,-0.08
ENSG00000223779,name not found,7,11,-0.57
ENSG00000197632,SERPINB2,5,5,0.0
ENSG00000265565,MIR3143,12,15,-0.25
ENSG00000205212,CCDC144NL,8,5,0.38
ENSG00000265826,name not found,15,13,0.13
ENSG00000215033,name not found,6,0,6
ENSG00000241525,name not found,8,9,-0.12
ENSG00000266026,name not found,4,0,4
ENSG00000188878,FBF1,4,0,4
ENSG00000266325,MIR3665,10,13,-0.3
ENSG00000224373,IGHV4-59,9,11,-0.22
ENSG00000196963,name not found,4,5,-0.25
ENSG00000211966,IGHV5-51,0,5,-5
ENSG00000241852,C8orf58,11,13,-0.18
ENSG00000224389,C4B,4,10,-1.5
ENSG00000215186,GOLGA6B,0,5,-5
ENSG00000211967,IGHV3-53,11,7,0.36
ENSG00000266396,MIR4273,11,10,0.09
ENSG00000224574,COL18A1-AS2,6,9,-0.5
ENSG00000242472,IGHJ5,15,14,0.07
ENSG00000266437,MIR4746,7,9,-0.29
ENSG00000207948,MIR328,0,5,-5
ENSG00000242502,name not found,11,8,0.27
ENSG00000185504,FAAP100,4,4,0.0
ENSG00000266447,name not found,13,18,-0.38
ENSG00000189269,DRICH1,0,4,-4
ENSG00000242663,name not found,4,0,4
ENSG00000266632,name not found,7,5,0.29
ENSG00000189308,LIN54,5,7,-0.4
ENSG00000242887,IGHJ3,15,14,0.07
ENSG00000266714,MYO15B,17,17,0.0
ENSG00000211654,IGLV5-37,0,4,-4
ENSG00000217862,H4C10P,4,0,4
ENSG00000242950,ERVW-1,9,7,0.22
ENSG00000266933,MADCAM1-AS1,17,18,-0.06
ENSG00000211655,IGLV1-36,0,4,-4
ENSG00000266997,name not found,15,15,0.0
ENSG00000225327,USP17L3,0,4,-4
ENSG00000197969,VPS13A,0,4,-4
ENSG00000267030,name not found,7,9,-0.29
ENSG00000267041,ZNF850,8,10,-0.25
ENSG00000185803,SLC52A2,5,0,5
ENSG00000221649,MIR1233-1,13,12,0.08
ENSG00000184357,H1-5,4,0,4
ENSG00000243509,TNFRSF6B,5,0,5
ENSG00000267124,name not found,11,12,-0.09
ENSG00000221656,MIR1225,5,0,5
ENSG00000213401,MAGEA12,0,4,-4
ENSG00000267157,name not found,17,18,-0.06
ENSG00000221802,name not found,6,6,0.0
ENSG00000243641,OR13C7,5,8,-0.6
ENSG00000267173,name not found,11,17,-0.55
ENSG00000225725,FAM66E,0,6,-6
ENSG00000197563,PIGN,0,4,-4
ENSG00000243664,RPS29P12,5,8,-0.6
ENSG00000267188,name not found,11,16,-0.45
ENSG00000221838,AP4M1,0,5,-5
ENSG00000197601,FAR1,4,4,0.0
ENSG00000213889,PPM1N,4,0,4
ENSG00000267322,SNHG22,15,15,0.0
ENSG00000244055,name not found,9,7,0.22
ENSG00000183678,name not found,4,0,4
ENSG00000267335,name not found,5,0,5
ENSG00000213973,ZNF99,5,4,0.2
ENSG00000244411,KRTAP5-7,11,13,-0.18
ENSG00000267387,name not found,4,0,4
ENSG00000185920,PTCH1,0,4,-4
ENSG00000213983,AP1G2,8,0,8
ENSG00000267508,ZNF285,11,16,-0.45
ENSG00000207720,name not found,0,4,-4
ENSG00000214078,CPNE1,6,5,0.17
ENSG00000267631,CGB1,7,10,-0.43
ENSG00000186104,CYP2R1,0,7,-7
ENSG00000267873,name not found,13,12,0.08
ENSG00000226803,ZNF451-AS1,0,5,-5
ENSG00000226849,name not found,4,0,4
ENSG00000268107,name not found,11,10,0.09
ENSG00000198753,PLXNB3,0,7,-7
ENSG00000211535,name not found,0,4,-4
ENSG00000214562,NUTM2D,0,4,-4
ENSG00000268120,name not found,15,13,0.13
ENSG00000245384,CXXC4-AS1,7,8,-0.14
ENSG00000268164,name not found,15,14,0.07
ENSG00000214776,name not found,5,0,5
ENSG00000268288,name not found,9,0,9
ENSG00000198837,DENND4B,4,6,-0.5
ENSG00000223461,name not found,6,6,0.0
ENSG00000214814,FER1L6,0,4,-4
ENSG00000227108,IGHD1-14,13,13,0.0
ENSG00000198874,TYW1,0,6,-6
ENSG00000223544,name not found,7,0,7
ENSG00000248235,name not found,11,13,-0.18
ENSG00000268543,name not found,8,10,-0.25
ENSG00000268575,name not found,16,18,-0.12
ENSG00000211632,IGKV3D-11,0,4,-4
ENSG00000223638,RFPL4A,11,5,0.55
ENSG00000248333,CDK11B,15,18,-0.2
ENSG00000184507,NUTM1,5,0,5
ENSG00000268655,name not found,4,4,0.0
ENSG00000227370,name not found,0,5,-5
ENSG00000248564,name not found,4,0,4
ENSG00000184571,PIWIL3,4,0,4
ENSG00000268669,name not found,5,10,-1.0
ENSG00000268797,name not found,16,16,0.0
ENSG00000227800,IGHD4-17,13,13,0.0
ENSG00000268798,name not found,14,12,0.14
ENSG00000228189,LINC02843,0,7,-7
ENSG00000223960,CHROMR,11,11,0.0
ENSG00000248903,name not found,10,8,0.2
ENSG00000268885,name not found,14,13,0.07
ENSG00000186526,CYP4F8,0,4,-4
ENSG00000198331,HYLS1,5,0,5
ENSG00000224372,HLA-N,7,4,0.43
ENSG00000248919,ATP5MF-PTCD1,5,0,5
ENSG00000268896,name not found,9,9,0.0
ENSG00000249225,name not found,9,10,-0.11
ENSG00000187024,PTRH1,8,6,0.25
ENSG00000269307,name not found,11,16,-0.45
ENSG00000224807,DUX4L9,11,10,0.09
ENSG00000249274,PDLIM1P4,12,14,-0.17
ENSG00000269356,name not found,13,14,-0.08
ENSG00000228696,ARL17B,7,8,-0.14
ENSG00000269376,name not found,13,14,-0.08
ENSG00000203403,name not found,7,8,-0.14
ENSG00000213859,KCTD11,0,10,-10
ENSG00000225123,name not found,7,6,0.14
ENSG00000269396,name not found,17,17,0.0
ENSG00000269404,SPIB,17,16,0.06
ENSG00000183206,POTEC,0,4,-4
ENSG00000212670,name not found,0,5,-5
ENSG00000225396,FAM236D,12,7,0.42
ENSG00000249889,ALG1L11P,15,17,-0.13
ENSG00000229153,EPHA1-AS1,8,6,0.25
ENSG00000218839,FAM138C,7,4,0.43
ENSG00000250238,name not found,4,0,4
ENSG00000187244,BCAM,4,0,4
ENSG00000198870,STKLD1,4,0,4
ENSG00000219481,NBPF1,7,5,0.29
ENSG00000250312,ZNF718,4,0,4
ENSG00000269676,name not found,16,18,-0.12
ENSG00000183287,CCBE1,0,4,-4
ENSG00000214595,EML6,0,4,-4
ENSG00000198879,SFMBT2,0,4,-4
ENSG00000250321,name not found,6,4,0.33
ENSG00000229776,C4B-AS1,5,9,-0.8
ENSG00000250892,name not found,4,0,4
ENSG00000251188,name not found,5,0,5
ENSG00000270170,NCBP2AS2,17,16,0.06
ENSG00000270249,name not found,7,6,0.14
ENSG00000213759,UGT2B11,5,7,-0.4
ENSG00000251535,name not found,4,0,4
ENSG00000270601,PRAMEF5,13,15,-0.15
ENSG00000213780,GTF2H4,0,5,-5
ENSG00000221405,name not found,6,8,-0.33
ENSG00000185988,PLK5,7,4,0.43
ENSG00000226526,name not found,4,0,4
ENSG00000251689,name not found,5,0,5
ENSG00000270757,HSPE1-MOB4,4,5,-0.25
ENSG00000230695,name not found,8,5,0.38
ENSG00000271093,IGLCOR22-2,13,11,0.15
ENSG00000197360,ZNF98,5,4,0.2
ENSG00000226625,RBM17P1,7,8,-0.14
ENSG00000271581,name not found,16,18,-0.12
ENSG00000271752,name not found,9,10,-0.11
ENSG00000215301,DDX3X,4,4,0.0
ENSG00000252616,name not found,4,0,4
ENSG00000186280,KDM4D,6,0,6
ENSG00000271798,SNORA51,15,12,0.2
ENSG00000231205,ZNF826P,8,14,-0.75
ENSG00000221880,KRTAP1-3,7,0,7
ENSG00000252915,Y_RNA,4,4,0.0
ENSG00000271810,name not found,4,5,-0.25
ENSG00000214021,TTLL3,0,4,-4
ENSG00000253132,IGHV3-62,12,10,0.17
ENSG00000271875,name not found,17,18,-0.06
ENSG00000231486,name not found,4,0,4
ENSG00000272066,name not found,16,18,-0.12
ENSG00000188312,CENPP,0,4,-4
ENSG00000272162,name not found,12,18,-0.5
ENSG00000231852,CYP21A2,5,9,-0.8
ENSG00000272294,name not found,16,18,-0.12
ENSG00000227212,PFN1P6,0,4,-4
ENSG00000253409,TRBV7-4,7,9,-0.29
ENSG00000188338,SLC38A3,5,4,0.2
ENSG00000272299,name not found,16,16,0.0
ENSG00000182551,ADI1,4,0,4
ENSG00000188033,ZNF490,0,6,-6
ENSG00000231924,PSG1,0,4,-4
ENSG00000188064,WNT7B,0,4,-4
ENSG00000232138,IFNWP5,5,0,5
ENSG00000272588,name not found,17,17,0.0
ENSG00000272736,name not found,10,4,0.6
ENSG00000232543,IGHD4-11,4,4,0.0
ENSG00000228049,POLR2J2,7,7,0.0
ENSG00000272975,MYHAS,10,4,0.6
ENSG00000203757,OR6K3,0,6,-6
ENSG00000254214,name not found,0,4,-4
ENSG00000187144,SPATA21,7,0,7
ENSG00000254215,IGHVIII-11-1,8,8,0.0
ENSG00000232710,name not found,5,9,-0.8
ENSG00000188385,JAKMIP3,0,6,-6
ENSG00000223111,name not found,10,9,0.1
ENSG00000223182,name not found,10,9,0.1
ENSG00000212140,RNU6-1320P,0,5,-5
ENSG00000254329,IGHVII-60-1,12,10,0.17
ENSG00000273058,name not found,16,17,-0.06
ENSG00000198400,NTRK1,10,0,10
ENSG00000273088,name not found,7,5,0.29
ENSG00000223501,VPS52,0,4,-4
ENSG00000187546,AGMO,4,0,4
ENSG00000273171,name not found,17,18,-0.06
ENSG00000233155,HMGA1P8,0,4,-4
ENSG00000223552,CCR5AS,0,4,-4
nan,name not found,17303,19110,-0.1
ENSG00000233306,TRGV2,11,13,-0.18
ENSG00000204311,PJVK,0,4,-4
ENSG00000254964,name not found,7,13,-0.86
ENSG00000233627,C4A-AS1,0,4,-4
ENSG00000230225,MTND5P14,9,8,0.11
ENSG00000188517,COL25A1,7,0,7
ENSG00000230453,ANKRD18B,7,8,-0.14
ENSG00000185313,SCN10A,0,4,-4
ENSG00000255168,name not found,12,16,-0.33
ENSG00000231086,TSSK1A,6,6,0.0
ENSG00000224388,BACE2-IT1,5,0,5
ENSG00000255177,MUC5B-AS1,13,13,0.0
ENSG00000234377,OBI1-AS1,0,4,-4
ENSG00000231360,name not found,13,13,0.0
ENSG00000196090,PTPRT,4,7,-0.75
ENSG00000232456,name not found,12,9,0.25
ENSG00000234521,name not found,0,9,-9
ENSG00000232600,TONSL-AS1,0,4,-4
ENSG00000255436,name not found,5,7,-0.4
ENSG00000255470,name not found,4,0,4
ENSG00000234614,C2CD4D-AS1,0,4,-4
ENSG00000255641,name not found,12,15,-0.25
ENSG00000234829,IFNA17,5,0,5
ENSG00000256143,name not found,4,0,4
ENSG00000224821,COL4A2-AS2,9,9,0.0
ENSG00000256586,name not found,15,18,-0.2
ENSG00000235387,SPAAR,9,12,-0.33
ENSG00000256925,ADGRA1-AS1,14,12,0.14
ENSG00000187733,AMY1C,5,0,5
ENSG00000203780,FANK1,4,8,-1.0
ENSG00000233013,FAM157B,5,5,0.0
ENSG00000257115,OR11H12,0,4,-4
ENSG00000225745,name not found,5,0,5
ENSG00000233336,name not found,7,8,-0.14
ENSG00000257335,MGAM,11,11,0.0
ENSG00000183955,KMT5A,0,5,-5
ENSG00000204644,ZFP57,4,5,-0.25
ENSG00000215269,GAGE12G,0,5,-5
ENSG00000204655,MOG,4,5,-0.25
ENSG00000257553,name not found,8,0,8
ENSG00000225969,ABHD11-AS1,0,4,-4
ENSG00000257759,name not found,11,11,0.0
ENSG00000233849,name not found,10,9,0.1
ENSG00000258366,RTEL1,6,0,6
ENSG00000226310,name not found,7,9,-0.29
ENSG00000234367,PFN1P3,14,13,0.07
ENSG00000236432,MFF-DT,9,10,-0.11
ENSG00000234373,SNX18P7,7,6,0.14
ENSG00000258555,SPECC1L-ADORA2A,4,4,0.0
ENSG00000236498,name not found,13,16,-0.23
ENSG00000234523,NDUFB1P2,5,8,-0.6
ENSG00000226597,IFNWP9,4,0,4
ENSG00000188677,PARVB,5,0,5
ENSG00000204344,STK19,0,4,-4
ENSG00000215749,name not found,6,6,0.0
ENSG00000234899,SOX9-AS1,4,0,4
ENSG00000226675,name not found,4,5,-0.25
ENSG00000259112,NDUFC2-KCTD14,5,0,5
ENSG00000237037,NDUFA6-DT,5,10,-1.0
ENSG00000234972,name not found,6,7,-0.17
ENSG00000259176,name not found,9,12,-0.33
ENSG00000237038,USP17L8,0,4,-4
ENSG00000235026,DPP10-AS1,12,13,-0.08
ENSG00000235398,name not found,12,10,0.17
ENSG00000216649,GAGE12E,0,4,-4
ENSG00000237649,KIFC1,4,0,4
ENSG00000226807,MROH5,8,10,-0.25
ENSG00000259807,name not found,9,13,-0.44
ENSG00000259928,name not found,5,7,-0.4
ENSG00000238083,LRRC37A2,8,8,0.0
ENSG00000227518,MIR1302-9HG,7,4,0.43
ENSG00000205464,ATP6AP1L,10,9,0.1
ENSG00000260122,name not found,15,17,-0.13
ENSG00000260415,name not found,15,17,-0.13
ENSG00000260517,name not found,9,13,-0.44
ENSG00000189306,RRP7A,5,0,5
ENSG00000227551,USP17L12,0,5,-5
ENSG00000236567,TCF3P1,9,8,0.11
ENSG00000187672,ERC2,0,7,-7
ENSG00000205777,GAGE1,0,4,-4
ENSG00000197321,SVIL,6,7,-0.17
ENSG00000228343,name not found,5,4,0.2
ENSG00000237399,PITRM1-AS1,12,10,0.17
ENSG00000261556,SMG1P7,5,0,5
ENSG00000239886,KRTAP9-2,12,12,0.0
ENSG00000222383,RNA5SP203,5,6,-0.2
ENSG00000261586,name not found,15,17,-0.13
ENSG00000227644,HIGD1AP11,0,4,-4
ENSG00000237541,HLA-DQA2,6,8,-0.33
ENSG00000261739,GOLGA8S,11,9,0.18
ENSG00000261744,ZFPM1-AS1,15,18,-0.2
ENSG00000229828,PDE4DIPP1,10,9,0.1
ENSG00000240040,name not found,4,0,4
ENSG00000205038,PKHD1L1,8,7,0.12
ENSG00000240137,ERICH6-AS1,6,6,0.0
ENSG00000223417,TRIM49D1,4,4,0.0
ENSG00000240221,name not found,8,7,0.12
ENSG00000240224,name not found,4,4,0.0
ENSG00000197912,SPG7,6,0,6
ENSG00000240654,C1QTNF9,4,0,4
ENSG00000207019,RNU6-167P,6,7,-0.17
ENSG00000238535,name not found,4,0,4
ENSG00000240871,KRTAP4-7,11,12,-0.09
ENSG00000207355,RNU6-1257P,4,0,4
ENSG00000263660,name not found,13,15,-0.15
ENSG00000198064,NPIPB13,4,0,4
ENSG00000263751,name not found,15,14,0.07
ENSG00000241119,UGT1A9,11,13,-0.18
ENSG00000207773,MIR642A,6,6,0.0
ENSG00000238961,SNORA47,9,4,0.56
ENSG00000231064,THBS3-AS1,5,5,0.0
ENSG00000230301,OR5H6,0,4,-4
ENSG00000224516,name not found,0,4,-4
ENSG00000188352,FOCAD,4,0,4
ENSG00000241322,CDRT1,13,13,0.0
ENSG00000239282,CASTOR1,9,6,0.33
ENSG00000231192,OR5H1,7,8,-0.14
ENSG00000264005,MIR4314,14,15,-0.07
ENSG00000224902,GAGE12H,0,4,-4
ENSG00000264242,name not found,5,6,-0.2
ENSG00000241595,KRTAP9-4,6,7,-0.17
ENSG00000239605,STPG4,9,6,0.33
ENSG00000231447,name not found,4,5,-0.25
ENSG00000264471,name not found,7,0,7
ENSG00000197910,name not found,9,6,0.33
ENSG00000241635,UGT1A1,11,13,-0.18
ENSG00000188626,GOLGA8M,5,0,5
ENSG00000188647,PTAR1,4,0,4
ENSG00000212724,KRTAP2-3,5,4,0.2
ENSG00000198522,GPN1,5,0,5
ENSG00000242173,ARHGDIG,11,13,-0.18
ENSG00000264781,MIR4537,15,14,0.07
ENSG00000242515,UGT1A10,11,13,-0.18
ENSG00000198793,MTOR,4,0,4
ENSG00000265399,name not found,0,5,-5
ENSG00000198677,TTC37,0,4,-4
ENSG00000265490,name not found,6,5,0.17
ENSG00000232653,GOLGA8N,6,8,-0.33
ENSG00000265539,MIR3164,0,4,-4
ENSG00000189233,NUGGC,0,4,-4
ENSG00000213714,FAM209B,4,6,-0.5
ENSG00000265714,name not found,15,14,0.07
ENSG00000265799,name not found,10,12,-0.2
ENSG00000197498,RPF2,4,5,-0.25
ENSG00000198842,STYXL2,5,0,5
ENSG00000243566,UPK3B,11,7,0.36
ENSG00000232993,name not found,0,4,-4
ENSG00000244122,UGT1A7,11,13,-0.18
ENSG00000266408,name not found,15,14,0.07
ENSG00000211793,TRAV9-2,7,7,0.0
ENSG00000241370,RPP21,11,7,0.36
ENSG00000244474,UGT1A4,4,0,4
ENSG00000214518,KRTAP2-2,5,4,0.2
ENSG00000227488,GAGE12D,0,4,-4
ENSG00000266637,name not found,14,16,-0.14
ENSG00000244620,name not found,13,13,0.0
ENSG00000266733,TBC1D29P,5,7,-0.4
ENSG00000233586,name not found,12,16,-0.33
ENSG00000244731,C4A,0,6,-6
ENSG00000266775,name not found,5,6,-0.2
ENSG00000266903,CEACAM16-AS1,5,6,-0.2
ENSG00000200656,SNORA5B,4,0,4
ENSG00000242384,name not found,7,8,-0.14
ENSG00000233695,GAS6-AS1,4,0,4
ENSG00000215018,COL28A1,4,0,4
ENSG00000266967,AARSD1,10,11,-0.1
ENSG00000201772,SNORA5C,4,0,4
ENSG00000227855,DPY19L2P3,5,0,5
ENSG00000266978,name not found,4,0,4
ENSG00000201800,Y_RNA,7,0,7
ENSG00000242866,STRC,10,7,0.3
ENSG00000201919,RNU6-1022P,5,0,5
ENSG00000234425,name not found,0,12,-12
ENSG00000248647,name not found,13,12,0.08
ENSG00000234298,name not found,4,0,4
ENSG00000267060,PTGES3L,9,11,-0.22
ENSG00000248710,name not found,4,7,-0.75
ENSG00000243088,name not found,4,4,0.0
ENSG00000267110,name not found,6,4,0.33
ENSG00000229089,ANKRD20A8P,0,5,-5
ENSG00000243452,name not found,8,8,0.0
ENSG00000267577,DNAAF3-AS1,7,5,0.29
ENSG00000183474,GTF2H2C,5,0,5
ENSG00000243762,name not found,7,0,7
ENSG00000188869,TMC3,0,6,-6
ENSG00000184939,ZFP90,5,0,5
ENSG00000196730,DAPK1,6,0,6
ENSG00000268375,name not found,11,9,0.18
ENSG00000244371,PFN1P8,9,5,0.44
ENSG00000211935,IGHV1-3,8,8,0.0
ENSG00000250852,name not found,5,5,0.0
ENSG00000268947,name not found,4,0,4
ENSG00000236107,SCN1A-AS1,6,9,-0.5
ENSG00000251537,name not found,13,13,0.0
ENSG00000199053,MIR324,4,0,4
ENSG00000244666,name not found,0,5,-5
ENSG00000221857,name not found,7,8,-0.14
ENSG00000236875,DDX11L5,6,7,-0.17
ENSG00000231808,LINC01388,5,11,-1.2
ENSG00000221946,FXYD7,6,8,-0.33
ENSG00000269345,VN1R85P,0,4,-4
ENSG00000248167,TRIM39-RPP21,11,7,0.36
ENSG00000222046,DCDC2B,0,4,-4
ENSG00000237253,name not found,4,5,-0.25
ENSG00000237343,name not found,12,16,-0.33
ENSG00000269469,name not found,13,17,-0.31
ENSG00000248751,name not found,9,6,0.33
ENSG00000236637,IFNA4,4,0,4
ENSG00000269524,name not found,15,13,0.13
ENSG00000237020,IGHD1-20,13,11,0.15
ENSG00000269706,name not found,9,12,-0.33
ENSG00000253350,name not found,8,13,-0.62
ENSG00000237017,name not found,7,0,7
ENSG00000253406,name not found,13,12,0.08
ENSG00000233098,CCDC144NL-AS1,8,5,0.38
ENSG00000270149,name not found,13,12,0.08
ENSG00000253464,name not found,11,12,-0.09
ENSG00000204568,MRPS18B,0,4,-4
ENSG00000250365,name not found,5,6,-0.2
ENSG00000253742,IGHV3-60,9,11,-0.22
ENSG00000204569,PPP1R10,0,5,-5
ENSG00000270726,name not found,8,8,0.0
ENSG00000254035,name not found,5,4,0.2
ENSG00000224051,CPTP,0,4,-4
ENSG00000233280,name not found,0,5,-5
ENSG00000270926,name not found,11,12,-0.09
ENSG00000250615,name not found,9,4,0.56
ENSG00000213934,HBG1,7,9,-0.29
ENSG00000251364,name not found,6,0,6
ENSG00000237611,Metazoa_SRP,0,6,-6
ENSG00000233802,TRIM49D2,4,4,0.0
ENSG00000237781,ADAMTSL4-AS2,0,4,-4
ENSG00000214013,GANC,8,5,0.38
ENSG00000271963,name not found,8,12,-0.5
ENSG00000272004,name not found,16,18,-0.12
ENSG00000237863,name not found,0,4,-4
ENSG00000272082,name not found,7,8,-0.14
ENSG00000225485,name not found,8,10,-0.25
ENSG00000198198,SZT2,4,0,4
ENSG00000272108,name not found,10,6,0.4
ENSG00000215976,name not found,5,7,-0.4
ENSG00000253196,name not found,9,4,0.56
ENSG00000204438,GPANK1,4,0,4
ENSG00000272182,name not found,11,10,0.09
ENSG00000238141,BRWD1-AS1,5,7,-0.4
ENSG00000272333,KMT2B,6,5,0.17
ENSG00000204934,ATP6V0E2-AS1,0,4,-4
ENSG00000253467,IGHV7-40,8,11,-0.38
ENSG00000255071,SAA2-SAA4,10,15,-0.5
ENSG00000198752,CDC42BPB,0,4,-4
ENSG00000242372,EIF6,0,5,-5
ENSG00000253546,IGLVVI-22-1,8,6,0.25
ENSG00000242480,name not found,6,8,-0.33
ENSG00000272767,JMJD1C-AS1,14,16,-0.14
ENSG00000255206,name not found,8,13,-0.62
ENSG00000226381,name not found,9,6,0.33
ENSG00000239961,LILRA4,5,8,-0.6
ENSG00000253989,IGHVIII-38-1,8,11,-0.38
ENSG00000273112,name not found,6,4,0.33
ENSG00000255847,name not found,0,6,-6
ENSG00000236362,GAGE12F,0,5,-5
ENSG00000254017,IGHEP2,9,8,0.11
ENSG00000273463,name not found,5,8,-0.6
ENSG00000255929,name not found,11,10,0.09
ENSG00000241233,KRTAP5-8,6,0,6
ENSG00000254531,FLJ20021,13,12,0.08
ENSG00000241709,RN7SL265P,0,4,-4
ENSG00000254578,name not found,4,0,4
ENSG00000257433,name not found,0,4,-4
ENSG00000227432,ASIC4-AS1,4,0,4
ENSG00000244612,name not found,6,0,6
ENSG00000200174,Y_RNA,6,5,0.17
ENSG00000254741,name not found,6,0,6
ENSG00000254910,name not found,4,0,4
ENSG00000205426,KRT81,9,4,0.56
ENSG00000243136,RN7SL22P,6,4,0.33
ENSG00000242599,CSAG4,0,4,-4
ENSG00000206838,SNORA5A,4,0,4
ENSG00000222179,RN7SKP26,4,6,-0.5
ENSG00000254990,name not found,4,4,0.0
ENSG00000255050,name not found,8,11,-0.38
ENSG00000259225,LINC02345,0,6,-6
ENSG00000224440,CXorf51A,0,4,-4
