GENE_ID,GENE,number_case,number_control,case_fold, control_fold,case_percentage,control_percentage, absolute_overrepresentation
ENSG00000075043,KCNQ2,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000081818,PCDHB4,10,6,0.62,-0.38,58.82,33.33,25.49
ENSG00000055163,CYFIP2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000099840,IZUMO4,7,6,0.54,-0.46,41.18,33.33,7.84
ENSG00000054219,LY75,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000072195,SPEG,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000067048,DDX3Y,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000065457,ADAT1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000099866,MADCAM1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000071564,TCF3,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000075914,EXOSC7,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000066230,SLC9A3,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000072210,ALDH3A2,6,0,1.0,0.0,35.29,0.0,35.29
ENSG00000099910,KLHL22,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000066117,SMARCD1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000076344,RGS11,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000072121,ZFYVE26,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000072518,MARK2,14,12,0.54,-0.46,82.35,66.67,15.69
ENSG00000082556,OPRK1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000099949,LZTR1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000076356,PLXNA2,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000072163,LIMS2,9,6,0.6,-0.4,52.94,33.33,19.61
ENSG00000070018,LRP6,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000063244,U2AF2,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000099954,CECR2,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000071909,MYO3B,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000083067,TRPM3,9,3,0.75,-0.25,52.94,16.67,36.27
ENSG00000100023,PPIL2,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000065413,ANKRD44,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000100218,RSPH14,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000078070,MCCC1,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000072422,RHOBTB1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000072818,ACAP1,2,12,0.14,-0.86,11.76,66.67,54.9
ENSG00000070214,SLC44A1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000085465,OVGP1,12,13,0.48,-0.52,70.59,72.22,1.63
ENSG00000072840,EVC,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000085871,MGST2,6,12,0.33,-0.67,35.29,66.67,31.37
ENSG00000100239,PPP6R2,14,8,0.64,-0.36,82.35,44.44,37.91
ENSG00000079616,KIF22,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000100311,PDGFB,15,15,0.5,-0.5,88.24,83.33,4.9
ENSG00000079841,RIMS1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000088836,SLC4A11,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000100344,PNPLA3,8,7,0.53,-0.47,47.06,38.89,8.17
ENSG00000100345,MYH9,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000079263,SP140,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000072182,ASIC4,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000100376,FAM118A,10,15,0.4,-0.6,58.82,83.33,24.51
ENSG00000079308,TNS1,9,13,0.41,-0.59,52.94,72.22,19.28
ENSG00000061987,MON2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000089094,KDM2B,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000100427,MLC1,9,11,0.45,-0.55,52.94,61.11,8.17
ENSG00000080031,PTPRH,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000081026,MAGI3,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000089177,KIF16B,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000100441,KHNYN,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000068654,POLR1A,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000075213,SEMA3A,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000100445,SDR39U1,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000066279,ASPM,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000075461,CACNG4,12,12,0.5,-0.5,70.59,66.67,3.92
ENSG00000075826,SEC31B,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000089356,FXYD3,10,13,0.43,-0.57,58.82,72.22,13.4
ENSG00000100813,ACIN1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000068976,PYGM,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000090006,LTBP4,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000067369,TP53BP1,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000100842,EFS,7,5,0.58,-0.42,41.18,27.78,13.4
ENSG00000075886,TUBA3D,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000076944,STXBP2,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000072694,FCGR2B,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000072858,SIDT1,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000090372,STRN4,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000100867,DHRS2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000077235,GTF3C1,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000084731,KIF3C,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000068097,HEATR6,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000070915,SLC12A3,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000076555,ACACB,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000077380,DYNC1I2,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000073067,CYP2W1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000085365,SCAMP1,10,7,0.59,-0.41,58.82,38.89,19.93
ENSG00000090520,DNAJB11,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000083457,ITGAE,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000085721,RRN3,3,12,0.2,-0.8,17.65,66.67,49.02
ENSG00000090530,P3H2,13,13,0.5,-0.5,76.47,72.22,4.25
ENSG00000101004,NINL,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000083799,CYLD,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000077809,name not found,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000077943,ITGA8,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000067606,PRKCZ,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000101224,CDC25B,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000084093,REST,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000078487,ZCWPW1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000078304,PPP2R5C,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000067836,ROGDI,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000101276,SLC52A3,13,13,0.5,-0.5,76.47,72.22,4.25
ENSG00000086288,NME8,7,10,0.41,-0.59,41.18,55.56,14.38
ENSG00000074211,PPP2R2C,3,7,0.3,-0.7,17.65,38.89,21.24
ENSG00000086504,MRPL28,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000101307,SIRPB1,10,10,0.5,-0.5,58.82,55.56,3.27
ENSG00000086289,EPDR1,7,10,0.41,-0.59,41.18,55.56,14.38
ENSG00000086570,FAT2,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000092054,MYH7,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000101311,FERMT1,6,9,0.4,-0.6,35.29,50.0,14.71
ENSG00000071082,RPL31,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000087301,TXNDC16,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000074266,EED,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000072778,ACADVL,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000101353,MROH8,14,17,0.45,-0.55,82.35,94.44,12.09
ENSG00000079435,LIPE,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000075275,CELSR1,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000092200,RPGRIP1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000101361,NOP56,15,12,0.56,-0.44,88.24,66.67,21.57
ENSG00000072110,ACTN1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000088727,KIF9,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000074370,ATP2A3,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000092201,SUPT16H,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000101445,PPP1R16B,8,7,0.53,-0.47,47.06,38.89,8.17
ENSG00000080224,EPHA6,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000089159,PXN,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000073969,NSF,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000083312,TNPO1,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000087470,DNM1L,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000092850,TEKT2,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000102699,PARP4,8,10,0.44,-0.56,47.06,55.56,8.5
ENSG00000072864,NDE1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000080511,RDH8,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000072364,AFF4,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000087586,AURKA,10,12,0.45,-0.55,58.82,66.67,7.84
ENSG00000080573,COL5A3,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000072310,SREBF1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000075292,ZNF638,3,8,0.27,-0.73,17.65,44.44,26.8
ENSG00000094963,FMO2,12,11,0.52,-0.48,70.59,61.11,9.48
ENSG00000102898,NUTF2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000089639,GMIP,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000076928,ARHGEF1,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000088756,ARHGAP28,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000102901,CENPT,4,9,0.31,-0.69,23.53,50.0,26.47
ENSG00000103024,NME3,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000086015,MAST2,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000077150,NFKB2,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000075643,MOCOS,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000085788,DDHD2,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000095596,CYP26A1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000074755,ZZEF1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000103994,ZNF106,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000068489,PRR11,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000091073,DTX2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000104059,FAM189A1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000073614,KDM5A,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000104093,DMXL2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000077782,FGFR1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000076108,BAZ2A,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000090612,ZNF268,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000104142,VPS18,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000088256,GNA11,8,7,0.53,-0.47,47.06,38.89,8.17
ENSG00000090674,MCOLN1,8,14,0.36,-0.64,47.06,77.78,30.72
ENSG00000099817,POLR2E,8,5,0.62,-0.38,47.06,27.78,19.28
ENSG00000075413,MARK3,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000104643,MTMR9,12,11,0.52,-0.48,70.59,61.11,9.48
ENSG00000075399,VPS9D1,4,10,0.29,-0.71,23.53,55.56,32.03
ENSG00000074054,CLASP1,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000093000,NUP50,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000088179,PTPN4,10,8,0.56,-0.44,58.82,44.44,14.38
ENSG00000077942,FBLN1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000089154,GCN1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000104714,ERICH1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000088298,EDEM2,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000090924,PLEKHG2,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000072832,CRMP1,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000104825,NFKBIB,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000078328,RBFOX1,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000099901,RANBP1,8,1,0.89,-0.11,47.06,5.56,41.5
ENSG00000076053,RBM7,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000104827,CGB3,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000080200,CRYBG3,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000092020,PPP2R3C,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000099904,ZDHHC8,12,15,0.44,-0.56,70.59,83.33,12.75
ENSG00000076201,PTPN23,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000104972,LILRB1,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000076826,CAMSAP3,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000070729,CNGB1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000092051,JPH4,7,0,1.0,0.0,41.18,0.0,41.18
ENSG00000105146,AURKC,11,16,0.41,-0.59,64.71,88.89,24.18
ENSG00000076924,XAB2,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000096996,IL12RB1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000087157,PGS1,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000081052,COL4A4,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000090971,NAT14,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000105428,ZNRF4,10,9,0.53,-0.47,58.82,50.0,8.82
ENSG00000081479,LRP2,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000080854,IGSF9B,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000099991,CABIN1,11,16,0.41,-0.59,64.71,88.89,24.18
ENSG00000076984,MAP2K7,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000099994,SUSD2,11,16,0.41,-0.59,64.71,88.89,24.18
ENSG00000105486,LIG1,14,15,0.48,-0.52,82.35,83.33,0.98
ENSG00000099822,HCN2,4,12,0.25,-0.75,23.53,66.67,43.14
ENSG00000088367,EPB41L1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000100014,SPECC1L,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000105499,PLA2G4C,12,16,0.43,-0.57,70.59,88.89,18.3
ENSG00000078114,NEBL,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000089820,ARHGAP4,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000099834,CDHR5,5,9,0.36,-0.64,29.41,50.0,20.59
ENSG00000100154,TTC28,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000105538,RASIP1,9,11,0.45,-0.55,52.94,61.11,8.17
ENSG00000089847,ANKRD24,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000075651,PLD1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000089091,DZANK1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000100226,GTPBP1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000075391,RASAL2,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000105556,MIER2,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000092929,UNC13D,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000100242,SUN2,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000105609,LILRB5,15,15,0.5,-0.5,88.24,83.33,4.9
ENSG00000093134,VNN3,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000100285,NEFH,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000079313,REXO1,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000105613,MAST1,15,18,0.45,-0.55,88.24,100.0,11.76
ENSG00000092445,TYRO3,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000105639,JAK3,9,6,0.6,-0.4,52.94,33.33,19.61
ENSG00000084070,SMAP2,1,7,0.12,-0.88,5.88,38.89,33.01
ENSG00000080824,HSP90AA1,10,7,0.59,-0.41,58.82,38.89,19.93
ENSG00000105808,RASA4,9,3,0.75,-0.25,52.94,16.67,36.27
ENSG00000091490,SEL1L3,7,12,0.37,-0.63,41.18,66.67,25.49
ENSG00000090857,PDPR,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000105877,DNAH11,13,16,0.45,-0.55,76.47,88.89,12.42
ENSG00000091592,NLRP1,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000077044,DGKD,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000100079,LGALS2,12,7,0.63,-0.37,70.59,38.89,31.7
ENSG00000084636,COL16A1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000096968,JAK2,9,9,0.5,-0.5,52.94,50.0,2.94
ENSG00000100393,EP300,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000076604,TRAF4,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000106009,BRAT1,2,7,0.22,-0.78,11.76,38.89,27.12
ENSG00000100101,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000099250,NRP1,9,10,0.47,-0.53,52.94,55.56,2.61
ENSG00000106078,COBL,9,1,0.9,-0.1,52.94,5.56,47.39
ENSG00000100106,TRIOBP,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000085514,PILRA,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000100031,GGT1,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000080603,SRCAP,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000095564,BTAF1,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000085872,CHERP,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000099769,IGFALS,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000100241,SBF1,7,10,0.41,-0.59,41.18,55.56,14.38
ENSG00000095752,IL11,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000093072,ADA2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000100258,LMF2,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000095777,MYO3A,7,10,0.41,-0.59,41.18,55.56,14.38
ENSG00000081913,PHLPP1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000106714,CNTNAP3,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000080845,DLGAP4,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000100726,TELO2,8,8,0.5,-0.5,47.06,44.44,2.61
ENSG00000095015,MAP3K1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000100359,SGSM3,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000087077,TRIP6,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000100253,MIOX,4,9,0.31,-0.69,23.53,50.0,26.47
ENSG00000106948,AKNA,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000073910,FRY,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000095370,SH2D3C,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000087884,AAMDC,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000099864,PALM,12,17,0.41,-0.59,70.59,94.44,23.86
ENSG00000100888,CHD8,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000107104,KANK1,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000100422,CERK,8,12,0.4,-0.6,47.06,66.67,19.61
ENSG00000100298,APOBEC3H,12,12,0.5,-0.5,70.59,66.67,3.92
ENSG00000100918,REC8,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000095319,NUP188,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000096384,HSP90AB1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000088247,KHSRP,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000079387,SENP1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000099899,TRMT2A,7,1,0.88,-0.12,41.18,5.56,35.62
ENSG00000107164,FUBP3,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000096433,ITPR3,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000101204,CHRNA4,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000080345,RIF1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000101236,RNF24,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000107669,ATE1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000082458,DLG3,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000101246,ARFRP1,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000108292,name not found,10,5,0.67,-0.33,58.82,27.78,31.05
ENSG00000099814,CEP170B,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000100558,PLEK2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000082701,GSK3B,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000108395,TRIM37,15,17,0.47,-0.53,88.24,94.44,6.21
ENSG00000083857,FAT1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000099338,CATSPERG,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000099957,P2RX6,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000108417,KRT37,11,12,0.48,-0.52,64.71,66.67,1.96
ENSG00000083828,ZNF586,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000100890,PRORP,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000108465,CDK5RAP3,11,9,0.55,-0.45,64.71,50.0,14.71
ENSG00000101096,NFATC2,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000099977,DDT,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000101452,DHX35,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000108469,RECQL5,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000084693,AGBL5,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000084092,NOA1,0,7,0.0,-1.0,0.0,38.89,38.89
ENSG00000101162,TUBB1,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000099984,GSTT2,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000090402,SI,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000084710,EFR3B,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000101605,MYOM1,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000081138,CDH7,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000108528,SLC25A11,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000101188,NTSR1,13,14,0.48,-0.52,76.47,77.78,1.31
ENSG00000087995,METTL2A,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000100033,PRODH,7,11,0.39,-0.61,41.18,61.11,19.93
ENSG00000101138,CSTF1,10,11,0.48,-0.52,58.82,61.11,2.29
ENSG00000101986,ABCD1,15,17,0.47,-0.53,88.24,94.44,6.21
ENSG00000108759,KRT32,16,16,0.5,-0.5,94.12,88.89,5.23
ENSG00000075975,MKRN2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000101203,COL20A1,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000108852,MPP2,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000100288,CHKB,8,2,0.8,-0.2,47.06,11.11,35.95
ENSG00000102076,OPN1LW,6,4,0.6,-0.4,35.29,22.22,13.07
ENSG00000086967,MYBPC2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000109061,MYH1,7,0,1.0,0.0,41.18,0.0,41.18
ENSG00000087116,ADAMTS2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000109072,VTN,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000087237,CETP,7,2,0.78,-0.22,41.18,11.11,30.07
ENSG00000099917,MED15,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000102891,MT4,15,17,0.47,-0.53,88.24,94.44,6.21
ENSG00000087303,NID2,11,9,0.55,-0.45,64.71,50.0,14.71
ENSG00000109265,CRACD,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000101639,CEP192,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000081923,ATP8B1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000109536,FRG1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000087088,BAX,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000087903,RFX2,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000110057,UNC93B1,14,18,0.44,-0.56,82.35,100.0,17.65
ENSG00000100065,CARD10,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000087111,PIGS,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000103051,COG4,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000088387,DOCK9,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000110455,ACCS,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000095464,PDE6C,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000103227,LMF1,15,13,0.54,-0.46,88.24,72.22,16.01
ENSG00000110841,PPFIBP1,16,15,0.52,-0.48,94.12,83.33,10.78
ENSG00000095539,SEMA4G,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000102317,RBM3,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000103248,MTHFSD,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000083642,PDS5B,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000110876,SELPLG,11,8,0.58,-0.42,64.71,44.44,20.26
ENSG00000088038,CNOT3,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000103449,SALL1,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000111057,KRT18,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000100342,APOL1,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000102755,FLT1,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000104044,OCA2,3,3,0.5,-0.5,17.65,16.67,0.98
